epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,199.245,0,102.768,0,0,0,0,0,0,119.25,0,0.0006,0.0006,0.0006
2,388.292,0,73.7846,0,0,0,0,0,0,94.1155,0,0.00119584,0.00119584,0.00119584
